"NG","NPA","TNIN","TLLOC","TNLA","TNLS","scores_ANN"
1,0,1,187,1,0,6.1
1,1,1,399,6,1,5.7
0,0,0,98,7,0,7.5
8,0,0,432,3,1,7.4
14,17,4,1652,1,0,9.6
6,0,0,535,8,0,8.8
0,0,0,25,0,0,4.6
0,0,1,103,0,0,5.5
27,0,0,399,2,2,7.8
0,0,0,36,0,0,5.2
0,0,0,24,0,0,4.6
0,0,1,231,0,0,5.2
9,11,0,268,12.5,2.5,8
5,0,1,68,6,5,6.4
22,1,0,440,2,2,8.4
3,11,10,61035,2,0,10.6
4,1,0,131,3,0,6.4
8,0,1,242,2,0,6.1
6,0,0,249,6,6,8.1
0,0,0,11,0,0,5.2
74,6,7,2203,2,0,9.1
5,0,0,196,1,1,10.4
0,0,1,55,0,0,5.2
2,0,0,215,5,1.5,7.6
0,0,0,14,0,0,5
2,0,0,140,1,0.5,6.7
1,2,0,902,0.5,0,7.1
0,17,0,1327,5,0,9.7
0,0,6,11016,0,0,5.5
72,116,6,10268,1,0,10.2
0,1,0,183,2,0.5,8.1
36,10,3,1330,1,8,11.4
5,0,1,964,0,0,8.6
3,6,1,102,2,0,9.2
43,2,0,3917,4,0,11.2
0,0,0,257,4.5,0,6.4
6,2,0,179,0,0,7.3
4,4,1,536,3,0,7.1
4,0,0,901,2,0,6.2
66,20,3,5295,12.5,3.5,8.7
0,0,0,44,0,0,5
9,0,0,423,1,0,6.7
1,2,0,72,3,1,6.1
18,6,1,2774,3,0,7.9
3,0,0,156,1,0,6.4
0,12,4,809,1,0,9.1
58,11,0,1559,2,2,9.6
3,0,0,458,1.5,0,6.6
12,289,2,6859,0,0,9.1
13,7,5,697,6,0,6.9
0,0,0,65,1,0,6.2
8,11,1,255,15,0,6.6
0,0,0,102,2.5,0.5,5.7
0,57,0,1431,1,0,9
430,38,24,24672,3,0,10.6
0,0,2,82,2,0,9.3
432,129,31,18004,3,0,10.6
9,0,0,287,1.5,0,7.2
0,0,0,34,4,0,7.1
28,9,0,717,7,0,7.7
2,3,2,637,8,0,7.6
66,11,1,4329,7.5,1,9.2
0,0,0,323,1,0,5.9
19,7,0,1346,8,0.5,7.6
1,24,0,1541,2,0,11.9
31,2,8,1314,4,0,10.5
16,0,0,439,1,1,8.1
1,1,0,518,6,0,8.9
0,0,0,266,4,0,5.6
27,11,66,30087,1,0,8.2
142,49,30,15941,1,0,10.6
1,5,2,440,1,0,8.4
53,63,8,7605,4,0,10
0,1,0,49,0.5,0,4.8
121,6681,0,8118,3,2,10
0,0,0,64,9,0,4.3
30,16,5,51647,3,0,15.3
0,0,0,55,4,0,5.7
12,2,0,618,2,0,7.9
0,14,0,231,2,0,7.7
1,6,0,152,2,0,10.1
0,3,13,2420,1.5,0.5,6.7
0,16,3,558,2.5,0,8.3
35,8,6,8865,1,0,10.5
3,2,33,9169,4,0,8.4
16,12,0,830,1,1,9.2
4,0,0,63,2,0,5.9
8,30,0,1163,3,0,11.8
0,0,0,4827,0,0,5.1
0,0,0,192,0,0,4.9
1,0,0,97,6,0,5.9
0,0,0,9,0,0,3.8
4,1,1,371,0,0,6.8
0,0,0,105,3.5,0,6.1
9,2,1,1045,1.5,0,7.9
5,1,0,707,4.5,2,6.8
0,0,0,23,0,0,4.2
18,12,2,856,4.5,0.5,9.5
0,0,0,245,4.5,0,5.3
0,43,9,1755,2,0,9.3
0,0,0,118,3,0,4.3
30,0,2,305,3,0,9.5
10,1,0,707,3,0.5,8
0,0,0,229,2,0,5.7
9,122,2,1201,17,0,9.2
0,0,0,100,1,0,7.7
1,0,0,51,2,0,5.2
0,0,0,10,0,0,7.5
5,1,0,528,9,5,6.7
0,0,0,89,3,0,4.7
0,0,0,193,5,0,5
12,2,16,12640,2.5,0,7.3
0,2,1,305,2,0,10.5
0,0,0,331,3,0,7.8
109,8,15,8212,2,0,9.5
0,0,0,142,3,0,6.5
6,22,0,3551,16,0,9.5
4,2,1,344,2.5,0,7
1,7,0,368,7,2,7.8
91,11,0,2074,3,1,10.9
31,0,0,2697,3.5,0.5,7.7
0,0,0,130,0,0,4.2
0,0,0,31,1,0,8
22,24,9,537,3.5,1,7.5
6,1,0,332,4,0,8.5
5,46,6,1086,1,0,9.2
26,0,5,1335,2,1,8.1
5,0,1,622,4.5,0,11
0,0,0,20,0,0,5.7
123,306,418,29776,4,0,14.6
0,0,0,107,4,0,5
0,0,0,96,5,0,5.9
32,60,6,3374,6.5,0,10.3
9,0,0,886,2,0,8.4
8,26,0,480,33.5,0,6.9
43,15,7,2735,30,6,8
0,1,0,1004,1,0,8.9
2,0,0,194,9,0,8.2
21,0,0,428,1,0,8.2
0,0,0,104,0,0,3.8
2,0,0,57,0.5,0.5,5.2
0,0,0,123,6,0,6.6
0,0,0,220,0,0,4.2
0,2,0,256,6,0,6.6
4,2,0,407,6.5,1,7.1
4,32,0,691,8,2,8.6
1,13,0,888,12.5,0,7
0,4,0,338,6,0,8
2,4,0,145,16,0,6
0,0,0,55,0,0,5.6
18,1,1,416,1,0,6.7
0,3,0,502,1.5,0,7.7
29,2,2,1829,3,0,8.4
0,12,0,32,6,0,6.7
7,3,1,393,2,0,10.3
0,0,0,19,0,0,4.9
1,0,0,444,17,1,8.1
0,0,2,162,0,0,5.8
15,6,1,1118,4,0,8.4
26,12,4,1124,17,6,8.8
0,1,0,470,9,0.5,9
29,0,1,1014,5.5,2,8.9
0,0,0,542,0,0,6.8
0,0,0,15,1,0,3.8
0,0,1,45,1,0,6.2
13,0,0,318,1.5,0.5,6.6
0,0,0,55,0.5,0,4.3
2,0,2,60,1,0,7.3
1,2,0,113,4,0,5.3
6,8,0,880,2.5,0,8.5
0,0,0,46,0,0,4.6
11,1,0,1010,10,0,9.5
0,0,0,63,4.5,0,5.6
40,2,2,2313,4,0,8.5
0,0,0,21,0,0,3.8
5,49,0,8366,2,0,10.1
0,0,0,86,0,0,3.8
6,3,5,5692,3,0,6.3
35,35,6,17313,1,0,9.8
33,1,2,1230,5,0,8.2
8,6,0,213,3,0,6.1
3,0,0,42,0.5,0,6.6
12,5,3,12247,1,0,8.8
0,0,0,21,0,0,4.2
0,0,2,213,2,0,8.3
7,0,0,412,3,0.5,7
15,0,1,1169,3,0,7.4
1,0,0,1242,10,0,8.9
1,45,7,9167,2,0,10
11,2,2,463,3,0,8.9
0,0,0,26,2,0,4.4
3,0,0,99,0,0,5.8
0,0,0,55,1,0,4.5
27,3,0,336,5,6,10.3
0,0,0,67,4.5,0,5.6
0,0,0,7,0,0,3.6
0,0,0,8,0,0,3.6
8,6,1,770,19,1,7.8
0,0,0,13,0,0,4.3
1,0,2,56,0.5,0,6.6
0,0,0,5,0,0,3.6
0,0,0,20,0,0,4.3
40,11,4,2926,4.5,1,8.3
0,28,1,329,31,0,8.4
23,24,13,14651,4,0,9.9
353,18,11,4597,2,0,9.9
10,304,1,1098,0,0,9.8
7,0,0,389,0,0,6.4
17,5,5,745,3.5,0.5,8.7
8,8,3,2570,1,0,9.2
41,13,1,764,4,0,7.5
0,0,0,19,0,0,5
1,0,1,1076,1,0,5.4
0,3,2,628,4,0,7.5
7,0,0,495,3,0,8.9
37,7,7,3191,2,0,8.9
0,0,0,156,8,0,5.2
0,0,0,19,0,0,4.7
0,0,0,24,1,0,5.8
3,3,0,128,4.5,0.5,5.8
0,0,0,206,10,0,6.4
16,0,1,464,13.5,5,8.5
0,8,0,195,2.5,0,7
18,66,0,3173,3,0,8.7
0,0,0,92,0,0,5.3
1,0,0,12,1,0,5.8
0,0,0,163,0,0,5.8
10,0,0,742,1,0,7.2
10,12,0,130,0,0,5.8
8,2,0,2184,1,0,8.5
0,0,0,914,0,0,5.2
0,1,1,93,0,0,7.1
0,2,0,150,1,0,6.6
0,0,0,759,0,0,8.4
0,1,0,12,1,0,4.8
0,0,0,22,1,0,5.3
0,0,0,116,1,0,9.4
0,0,0,119,0,0,9.3
3,4,0,493,8,0,8.3
1,7,0,169,7,2,7.3
0,0,0,65,0,0,7.6
0,0,0,111,17,0,6.2
15,5,2,907,9.5,3,10.7
16,2,1,1273,0.5,0,7.7
0,4,0,1215,2,0,7.9
20,0,2,296,0,0,6.8
13,13,1,628,2,0,11.6
3,0,0,222,1,0,9.6
0,0,0,18,0,0,4.4
0,1,0,123,1,0,4.9
0,0,0,43,1,0,4.8
9,0,0,173,1,0,6.7
0,6,0,74,7,0,9.7
38,0,0,607,11,2,7.9
39,9,0,1720,10.5,5,8.7
2,0,0,173,0,0,5.7
1,5,0,203,1,0,8
1,0,1,379,1,0,6.4
38,0,0,1661,2,5,7.9
0,0,1,14,0,0,4.6
9,3,0,532,1,0,7.2
8,2,0,156,6,0,5.6
15,18,0,3976,11,0,7.4
0,0,0,86,15,0,6.2
266,3,0,2972,30,3,9.6
4,1,3,250,1.5,0,7.4
0,0,0,22,0,0,3.6
7,2,0,210,1,0,6.7
0,0,0,13,0,0,4.2
0,0,0,44,0.5,0,4.8
0,0,0,1285,1,0,4.2
27,6,0,1051,3,0,8.4
29,8,3,1842,19,10,7.9
0,0,1,993,1,0,4.5
7,1,0,501,12.5,4.5,9.1
5,0,2,521,3,0,6.3
2,0,0,83,4,1,6
2,0,2,296,3.5,1.5,6.6
0,0,0,160,0,0,8.3
1,0,0,30,0,0,5.7
0,0,0,32,1,0,6.5
0,0,0,138,3.5,0,5.2
0,0,0,18,0,0,8.2
0,0,0,56,7,0,6
9,0,8,994,8,0,9.9
3,1,0,214,1.5,0,5.6
3,1,0,122,1.5,0,6.3
1,0,0,800,7,0,7.2
40,15,0,1799,1.5,0,8.4
3,2,4,5639,1,0,6.6
0,0,0,15,0,0,3.6
0,0,0,3,0,0,4.3
0,0,0,49,1,0,4.6
0,0,0,147,0,0,6.3
6,2,0,452,2.5,0,7
0,4,3,105,0,0,6.9
35,20,0,1746,3.5,0,7.9
0,0,0,8,0,0,3.8
1,0,0,219,3.5,0,7.8
11,9,5,400,2.5,0.5,8.5
6,3,0,265,1,0,9.2
7,0,0,243,0,0,10.6
1,0,0,45,1,0,5.1
1,0,3,111,2,0,5.1
8,4,0,664,1,0,7.5
0,0,0,71,4,0,6.2
0,0,0,35,1,0,4.7
97,6,1,3721,2,0,9.2
0,0,0,24,0,0,4.5
0,0,0,17,0,0,4.5
0,0,0,19,0,0,4.3
2,0,2,211,7,3,6.4
0,0,0,352,5,0,7.4
0,0,0,17,0,0,8.5
4,0,0,101,1,0,6.1
10,1,0,406,3,0,9.6
5,0,0,390,1.5,0,7
13,0,0,257,0,0,7.9
21,6,4,1211,2,0,8
0,0,0,91,0,0,7.8
0,0,0,85,2,0,4.2
76,25,12,4611,4,0,9.2
4,0,0,179,2,0,6.4
0,0,1,29,2,0,4.5
15,0,1,11317,1.5,0,8.7
0,3,0,186,3,0,7.5
6,8,0,897,28,0,7.8
8,0,2,801,0,0,8.4
3,0,0,95,0.5,0,6.1
12,2,1,513,1,0,7.6
14,0,0,2525,0,0,7.9
3,4,0,241,4.5,0,5.7
2,0,0,110,10,0,6.6
0,0,0,10,0,0,5.4
25,0,2,694,2.5,1,8.1
0,2,0,282,1,0,7.3
0,0,0,31,1,0,6.3
3,0,0,151,3,0,8.5
10,8,0,723,1.5,0,7.6
7,2,0,373,1,0,7.9
0,0,3,128,0,0,4
0,0,0,10,0,0,4
0,0,0,21,0,0,4
0,0,3,29,0,0,4
17,1,0,738,1,0,8.6
0,0,1,148,1,0,5.2
8,1,0,145,3.5,0,6.5
0,19,1,614,0,0,7.3
5,1,0,72,2,0,6.6
2,0,0,1391,8,0,6.5
3,4,2,130,0,0,7.7
200,0,0,1406,100,100,10.3
13,4,0,497,4.5,0,10.5
10,3,4,2921,1,0,8.8
84,171,3,8547,6,0,11.4
3,0,1,363,1,0,6.9
9,1,0,332,1,0,6.9
16,0,0,577,4,1,8.5
0,0,0,454,0.5,0,7.3
15,0,15,14810,3.5,5.5,10.4
5,1,0,537,1,0,7.1
5,32,2,2016,8,0,9.2
15,5,0,828,4,0,8.3
0,0,0,656,1,0,6.5
3,2,0,428,2,0,6.6
22,0,0,641,2,1,7.5
48,14,14,3289,3,1,10.3
11,11,2,1572,1,0,8.4
1,0,0,371,4,0,8.7
25,48,2,2550,10.5,0,8.2
34,16,9,3139,2,0,9.3
0,0,0,106,2,0,4.8
0,0,0,63,2,0,9.3
0,2,1,698,1,0,8.8
42,101,7,5211,7,0,8.5
17,0,0,316,3,1,7.3
0,0,0,47,3,0,5.8
2,0,0,268,0,0,8.2
5,0,0,139,10,4,6.3
22,16,0,1281,4,0,10.6
5,8,4,1677,13,0,9.2
28,5,2,637,5,0,7.6
14,0,1,804,1,0,9.2
35,0,1,645,5.5,0,8.4
0,0,0,65,1,0,4.2
0,0,0,56,3,0,6.2
22,0,1,568,2.5,0,7.5
0,0,0,54,0.5,0,5.2
28,8,2,2223,1,0,8.4
19,8,0,332,4,0,8.6
0,0,1,224,1,0,5.5
1,0,0,157,0,0,6.1
0,3,0,185,1,0,7.3
0,0,0,123,2,0,4.8
23,1,1,1516,9,8,7.7
17,0,1,892,22,8,7.5
2,0,0,56,0.5,0,5.3
37,4,0,1745,2,0,8.4
0,0,0,53,4,0,6
7,2,0,296,1,0,7.4
6,3,1,1331,2,0,8.4
0,0,0,1248,5,0,6.6
1,0,0,67,0.5,0,6.8
0,1,0,178,0,0,6.2
31,5,0,657,4,3,8.9
44,1,4,2079,2.5,0,10.3
0,0,0,121,0,0,5.3
0,0,0,100,4,0,4.4
0,1,0,152,1,0,6.1
0,0,0,173,0,0,6.8
15,0,0,115,4,4,6.9
0,1,0,60,6,0,7.2
17,6,1,1083,5,0,7.9
0,0,0,371,0,0,5.8
0,0,0,16,0,0,4
36,24,109,55159,1,0,9.3
0,0,0,116,1.5,0,6.4
500,0,0,3515,100,100,11.2
6,0,0,103,3,0,7.1
1,0,0,51,1.5,0.5,6.6
276,7,4,9373,3,0,10.3
5,2,1,157,1,0,6.9
0,0,0,8,0,0,5.9
0,3,0,1840,5,0,9
0,0,0,197,0,0,6
23,24,0,1184,1,0,8.3
2,1,0,44,1.5,1,7.2
26,3,0,323,4,0,7.4
0,0,0,70,10,0,5.4
0,0,3,550,0,0,7
0,0,0,160,1,0,5.4
20,19,0,2555,3,0,9.6
0,0,0,69,1,0,7
0,0,0,148,2,0,6.5
0,0,0,13,1,0,4.6
0,0,0,22,1,0,4.4
12,0,0,1430,0,0,6.5
0,0,0,85,1,0,6.1
2,0,0,112,0,0,5.7
0,0,0,112,2,0,6.5
66,2,0,1166,3.5,0,8.4
2,0,0,70,2,1,5.4
0,0,0,12,1,0,5.2
7,1,0,1121,31,6,7.6
0,4,0,55,2,0,4.7
24,6,1,518,2,0,7.7
0,0,0,128,1,0,6.3
0,0,0,76,1,0,7.1
0,0,0,80,0.5,0,6.1
0,1,0,212,1.5,0,6.6
0,0,0,76,0,0,8
11,3,0,227,1.5,0,7.8
0,0,0,75,6,0,6.1
21,12,1,998,19,4.5,9.6
144,17,2,6627,2,0,10
0,0,0,379,6,0,7.8
45,46,2,4268,2,0,8.6
2,2,0,49,1.5,0,7.2
43,11,0,866,7,0,7.9
0,0,0,259,4,0,7.6
11,0,2,184,2,0,7.4
0,2,1,334,1,0,7.7
134,0,0,1872,8.5,12,9.5
8,13,0,1104,0,0,9.2
1,23,0,1369,3,0,8.7
4,0,0,115,1,0,5
0,0,0,17,0,0,6.4
3,0,1,167,2.5,0.5,8
0,5,0,510,5.5,0,8.3
2,0,0,129,11,3,6.5
0,0,0,21,0,0,6.1
7,23,0,2168,10,0.5,9.2
0,0,0,14,1,0,5.9
0,0,1,452,0,0,7.7
73,0,13,6856,1.5,0,8.2
22,3,0,1505,1,0,8.3
14,4,7,5319,1,0,8.5
64,67,11,7543,1,0,10
138,42,13,11934,1,0,11.2
2,0,0,66,1.5,0.5,6.3
0,0,0,44,0,0,6.4
0,0,0,60,3,0,4.3
55,23,0,3068,3,0,8.8
97,14,0,3451,0,0,11.2
0,0,0,10,0,0,6
0,0,1,17,0,0,6.6
5,2,0,524,12,0,7.4
2,2,0,234,2,0,7
2,3,1,91,0.5,1.5,8.2
2,4,0,561,4,0,7.7
21,1,7,1030,7,0,10
0,0,0,175,2,0,7.8
105,27,10,2312,0.5,0,8.7
3,0,0,1266,2,0,8.9
0,0,0,254,5,0,7.5
3,0,3,87,0.5,0,6.3
2,0,3,279,0,0,8.2
0,0,0,67,4,1,4.5
0,0,0,49,1,0,8.2
4,0,0,37,5,4,6.5
0,0,0,178,1,0,7.8
1,0,0,31,1,0,7
9,3,0,96,2,1,7.2
0,0,0,60,1,0,7.3
1,1,2,79,2,0,7.5
39,0,0,426,5.5,3,8.7
116,144,10,23229,3,0,12
171,7,7,7931,9,2,10.1
0,0,0,104,5,0,6.8
1,0,1,68,0.5,0.5,10.2
30,7,0,3614,5,2,9.3
0,0,2,119,0.5,0,7.3
44,6,3,836,1.5,0,9
1,0,0,131,6,0,6.4
4,1,1,279,1,0,8.4
2,0,0,154,0,0,6.4
6,0,0,80,1,1,6.9
0,0,0,145,4,0,4.5
0,0,0,63,1,0,4.9
1,4,2,1024,4,0,8.3
0,4,1,246,2.5,0,7.2
0,4,0,18,4,0,5
68,0,0,907,1,0,9.5
0,1,0,22,1,0,5.4
8,6,1,268,3,0.5,9
1,1,2,2892,2,0,8.2
6,0,0,77,6,6,6.9
1,0,1,1440,1.5,0,8
8,0,0,1017,2,1,8.2
5,0,0,200,2.5,1,7.3
0,0,1,103,1,0,7.5
0,0,0,107,0,0,8.9
4,3,0,85,2,1,5.9
0,0,0,126,0,0,6
38,7,4,2349,2,0,8.9
3,0,1,72,1,0,8
0,0,0,335,2,0,7.1
1,0,0,124,0.5,0,7.4
0,14,0,20,7,0,4.6
3,0,0,1240,2,1,7.3
87,15,0,871,2,2,9.6
2,0,0,72,0.5,0,8
0,0,0,156,9,1,6.8
0,0,0,84,1,0,5.3
6,23,2,3579,1,0,8.6
1,33,0,1525,2,0,8.5
7,56,1,114,2.5,0,6
5,0,0,272,4,0,10.4
0,0,0,8,0,0,4.4
0,0,0,12,0,0,4.4
1,0,0,56,0,0,5.7
1,1,3,620,3,0,7.3
531,42,67,64059,7,0,11
23,45,2,1764,2,0,7.8
0,0,0,24,0,0,4.4
0,0,0,30,0,1,5.8
0,0,0,120,7,0,4.5
0,0,0,21,0,0,4.3
6,0,0,83,0.5,0,6.5
0,0,0,43,0,0,5.2
330,36,33,16455,0,0,10.3
3,0,0,92,2,0,7
17,0,0,229,0,0,7.3
2,2,0,368,2,0,7.4
0,0,0,21,1,0,5.4
0,0,16,10297,0,0,6.4
0,0,0,309,3,0,7.1
3,0,0,167,1,0,7.9
0,0,0,65,0,0,5.4
0,0,0,38,0,0,5.7
8,0,0,544,8,0,9.2
9,0,1,312,9,1,8.5
8,0,0,472,3,2,7.9
1,0,0,81,7,0,7.5
11,3,0,1144,4,1,8.2
1,0,3,481,0.5,0,7
0,0,0,137,3,0.5,4.9
0,0,0,185,5,0,7.1
5,0,1,535,4.5,0,8.3
0,0,0,41,2,0,4.5
3,7,0,89,1,0,7.1
25,0,1,1606,2,0,9.1
32,4,1,1941,2,1,8.9
21,0,0,808,16.5,3.5,7.7
21,2,4,1471,2,2,11.9
1,0,0,41,1,0,7.5
7,0,0,82,9,8,7.2
3,0,0,290,10,0,7.7
9,0,0,119,8,7,7.3
18,8,1,2036,2,0,8.1
0,0,0,1161,0,0,5.4
0,0,0,8,0,0,7.1
19,39,0,1140,7.5,0,8.4
4,0,0,169,0,0,5.9
1,0,0,66,0,0,5
1,1,0,221,3,0,5.6
4,0,2,604,13,5.5,10
3,0,0,216,0,0,6.6
6,0,0,86,6,6,6.2
63,0,9,7824,1,0,9.4
0,0,0,26,1,0,5.9
0,0,0,32,2,0,4.7
0,0,0,53,0.5,0,5.2
4,10,1,774,5,0.5,9.8
17,1,0,552,8,3,7.4
42,0,0,1210,24,39,10.9
0,0,0,17,0,0,3.5
0,0,0,53,1,0,7.7
1,0,2,391,1,0,7.6
14,0,7,565,0,0,10.3
2,0,0,238,1.5,0.5,6.2
8,0,1,667,13,0,7.6
4,18,3,334,8,0.5,7.6
0,0,0,31,0,0,5.8
1,18,1,2152,9.5,0,6.6
20,10,2,2130,2.5,0,8.3
5,5,0,416,11,1,7.8
8,6,1,264,4,1,9
19,2,0,1310,2.5,0,10.3
1,0,0,78,6,0,5.7
2,0,0,337,0,0,7.2
8,0,7,21932,0,0,7.2
12,43,0,1350,27,3,8.5
4,0,1,317,1,0,6.7
11,0,0,579,3,0,7.3
4,1,0,619,2.5,0,8.3
0,6,0,1945,14,1,7.8
1,0,0,77,0.5,0,7.4
1,0,0,100,1,0.5,6.7
0,0,0,91,2.5,2,5.9
46,3,1,1186,2,0,8.3
4,0,0,67,4,0,6.4
52,9,40,71136,1.5,0,8.3
5,1,0,280,4.5,0.5,7.9
0,0,0,31,1,1,4.8
0,0,0,74,2,1,5.3
207,134,4,10045,3,0,9.6
0,0,0,11,1,0,6
27,150,0,1553,5,0,9.2
16,0,0,497,1,0,7.2
0,0,2,121,1,0,8.5
0,0,0,77,1,0,4.8
11,1,3,917,2,0,8.9
38,3,2,3312,5,0,8.6
0,0,0,179,2,1,6.3
2,0,0,111,1,0,6.9
24,0,0,1802,4.5,3.5,9
0,0,0,162,0,0,5.6
1,21,1,262,9,0,7.1
0,4,0,146,2,0,5.9
0,0,1,83259,0,0.5,5.2
0,0,0,415,0,0,6.8
151,4,23,3126,2,0,9.5
0,0,0,23,1,0,5.1
4,2,2,431,3,0,5.6
2,0,0,210,1,0,5.9
14,0,1,324,2,0,6.8
0,0,0,68,1,0,4.6
18,0,0,10391,1,1,9
0,0,1,857,5,0,8.9
0,0,0,35,0,0,5.7
0,0,1,108,1,0,7.1
2,1,1,207,0,0,6.1
23,2,0,774,2.5,0,8
15,2,1,1984,3,0,9.5
0,0,0,44,3,0,4.4
0,0,0,195,1,1,5.9
2,5,1,184,1,0,7.4
240,249,0,2975,4,2,11
1,8,0,12742,8,2,7.7
14,2,0,1488,15,0.5,9.2
0,0,0,55,2,1,4.5
8,5,0,282,3.5,0.5,8.3
24,3,0,1126,1,0,8.3
3,0,0,6855,1,0,9
0,0,0,8605,0,1,11.2
0,0,0,27,0,0,5.4
15,11,1,653,2,0,9.6
0,0,0,2814,0,0,9
0,0,0,31,1,0,3.8
3,0,0,126,2,0,6.6
9,2,0,1425,3,0,8.6
5,0,2,1109,2,0,7.5
0,0,0,124,10,0,4.6
1,0,0,11,0,0,5.5
0,0,0,46,38,0,4
0,0,0,64,1,0,7.1
10,36,53,25284,3,0,10.6
9,0,0,78,3,3,6.5
0,2,0,99,7,0,3.8
7,0,0,140,2,2,6.9
63,13,3,2672,1,0,9.5
0,0,0,27,0,0,5.7
37,0,0,332,1,2,7.9
14,17,35,11474,0,0,8.7
0,0,2,399,0,0,7.5
3,0,0,808,2,1.5,8
0,0,4,363,6,0,8.8
0,0,0,2681,5,1,5.6
1,2,0,444,2,0,7.7
0,0,0,80,1,0,6.4
0,4,1,185,5.5,0,7.5
0,0,0,237,0,0,6.5
0,0,0,20,0,0,6.6
2,5,1,199,3,0,7.6
0,0,0,505,0,0,7.4
30,2,0,318,2,1.5,7.7
2,1,0,598,2,0,9.9
0,1,1,251,4,1.5,10.4
6,0,0,688,3,0,8.4
2,0,2,275,0.5,0,8
11,1,1,768,4,0,8.6
24,10,21,7824,1,0,8.1
6,6,0,330,3,0,9.1
7,6,16,5121,2,0,10.8
0,0,0,32,0,0,5.7
0,0,0,178,5.5,0.5,6.1
0,0,0,77,0,0,3.4
1,0,1,275,3,0,9
4,0,0,67,3,0,4.7
26,15,2,2096,4,0,10.9
0,10,0,20,2,0,6.4
2,0,0,85,5,1,5.4
0,0,0,124,0,0,5.7
12,1,0,414,3,0,9
11,0,1,19605,1,1,9.8
5,5,0,434,0,0,6.8
2,0,0,377,2,0,9.2
0,0,0,97,1,0.5,4.9
0,32,4,3751,4,0,9.1
6,12,1,549,2.5,0,7.8
0,0,0,154,0,0,5.2
9,6,1,7833,7,0.5,8.3
2,26,0,2266,9.5,0,9.5
0,0,1,369,13.5,0,7.9
0,0,0,31,0,0,5.2
41,5,4,2475,1,0,9.1
36,2,3,588,5.5,0,7.7
17,10,1,724,2,0,9.8
3,0,0,75,5,0,4.9
24,0,0,1343,3.5,0,8.2
51,61,0,1778,4,0,7.9
27,4,0,1090,1.5,0,8.9
9,1,0,576,1,0,7.4
3,4,0,314,4,0,8.2
4,1,0,451,3,0,8.3
82,24,23,8012,2,0,9.9
0,2,0,563,4,0.5,10.2
7,0,0,440,6,1,7.5
0,7,1,289,2,0,8.7
57,9,0,1630,1,0,8.5
2,0,0,32,0,0,4.9
11,5,1,670,18,0,8.5
17,0,0,1113,5,0,8.1
3,6,0,121,6,0,4.8
82,9,4,2462,4,0,9
0,0,0,177,5.5,0.5,6.1
4,0,0,80,2,0,5
15,0,0,499,1,0,9.4
0,0,1,147,0.5,0,7.5
0,4,0,96,0,0,8.7
4,0,0,151,4,0,7.6
0,0,0,77,1,0,6
0,0,0,60,6,0,6.1
0,0,0,261,3.5,0,5.7
575,251,21,22222,2,0,10.5
19,4,1,2011,2,1,8.7
4,0,0,153,1,0,5
1,35,15,2537,3,0,12.7
