"McCC","WMC","NL","scores_ANN"
1.9,15,2,3
1.7,56,3,4.3
1.7,4,0,2.1
2,18,2,5.2
1,9,0,3.6
2,24,2,2.6
2.1,34,2,4.8
1.4,18,1,2.4
1.9,23,2,3.7
2.1,11,1,1.8
2.1,6,0,2.5
1.4,12,3,7.8
1.9,3,0,2
1.9,5,1,2.2
1.9,26,2,2.7
5,5,1,3.8
1.9,21,2,2.9
2,25,3,2.6
2.2,22,2,3.2
2.2,59,4,4.5
1.5,3,2,2.2
1.9,46,2,4.5
1.3,25,2,4.2
1.1,10,2,4.6
1.4,17,1,4
1.5,9,2,6.6
1.8,31,2,4
4.5,8,1,5.5
1.5,7,1,4.9
1.5,7,2,4
1,17,0,5.1
2.9,46,4,6.8
2.9,31,3,5.7
4.2,17,3,4.7
1.2,6,0,4.7
7,28,4,4.8
2.5,5,2,4
1.5,5,2,5.9
2.1,21,2,4.2
1.6,12,2,4.1
1.7,17,2,3.8
2.6,28,3,3.3
2.6,11,2,2.2
1.5,17,2,2.2
3,33,3,3.5
1.8,5,0,3.9
1.5,15,1,3.6
2.1,46,3,4
5.3,6,3,5.6
5.3,84,6,5.9
5.3,5,0,3.9
1.1,10,0,8
1.1,5,1,7.1
1.8,22,3,6.8
2.5,25,2,2.1
2,3,3,5
1.1,12,0,4.3
1,1,1,5.6
4,1,0,1
4,11,1,1.8
2,20,2,5.6
2.5,26,0,6.8
2.5,11,2,3
2.5,97,9,5
2.5,22,3,6.8
3,94,4,4.1
1.9,0,0,3.1
1.9,13,1,4.6
2.1,15,3,3.1
2.4,22,3,3.3
2.5,31,2,3.5
1.7,5,2,5.5
1.5,31,4,4.9
1.7,22,3,6.8
1.7,22,2,2.5
3,1,0,3.5
3,5,1,5.5
3.3,23,2,1.9
2,28,3,6.8
2,13,2,5.5
2,12,0,4.1
1.2,15,2,3.2
1,21,0,6.5
1.9,23,2,3.8
2.4,7,3,1.8
2.4,5,1,1.8
2,6,1,1.8
1.9,0,0,3.3
1.7,5,3,4
1,4,1,4.8
2.4,29,6,5.7
2.4,5,0,3.1
2.2,28,3,6.8
2.2,5,0,3.9
1.4,7,2,2
1.3,30,1,4.3
1.7,15,1,2.3
3.1,43,4,3.5
3.1,4,1,1.9
3.8,2,0,4.2
3.8,86,4,5.8
3.8,0,0,2.3
2,5,1,1.9
2.1,18,1,5.3
2.1,28,3,6.8
2.3,4,1,4
2.3,3,2,1.5
4.1,1,0,1.5
4.1,134,4,4.7
2.2,3,1,6.2
1.1,34,0,7.9
1.7,19,1,3.6
3,5,1,4.2
1.6,7,1,3.6
1.9,11,1,3.8
1.1,5,2,4.1
2.8,28,3,6.8
1.5,15,1,3.2
2.5,45,3,2.6
2.4,146,1,5.1
2.3,9,7,4
1.4,0,0,2.1
1.1,7,1,4.5
1.1,27,1,3.9
4,3,0,1.7
4,13,3,1.8
1.1,16,0,3.2
1.8,4,1,3.2
1.8,4,1,6.1
1.8,49,2,5.5
1.1,2,0,5.3
1.7,10,3,3.7
2.9,35,4,3.6
8.4,81,2,5.7
1.2,2,1,1.5
1.1,3,0,2.2
5,1,0,5.2
1,25,1,5.2
1.5,15,2,3.6
2.5,64,2,6.1
1.1,2,1,4
2,28,4,3.9
2.4,18,2,2.9
2.4,26,4,3.7
1.4,4,1,1.9
1.1,18,1,6.3
3.8,15,3,2.6
1.6,13,2,3.4
1.6,18,4,3.3
1.1,17,1,5.9
1.2,4,0,5.7
1.2,8,1,2.8
1.2,4,2,2.1
2.1,52,3,5.9
2.1,24,2,5.5
1.2,5,0,7.4
1.2,3,2,5.8
3.5,7,4,2.2
1.1,5,0,6.1
2.7,4,2,3.1
1.4,5,0,4.2
1.4,5,4,2.5
3.5,1,0,4.2
3.5,80,3,3.4
1.8,21,3,4.2
1,6,1,6.1
2.3,7,4,2.6
1.9,9,1,4.9
1.9,12,2,2.5
4.3,149,3,4.8
1.4,9,1,3.7
2.2,9,1,3.6
1.8,2,1,3.9
1,58,0,4.9
1.1,8,1,7.8
2.3,12,3,3.3
2,44,3,2.4
2.4,3,1,4.1
2.4,9,1,4
2.3,19,3,2.7
1.4,25,4,4.1
1.4,3,0,1.2
1.1,11,1,5.8
1.2,7,0,4.4
2.3,66,3,4.2
2,2,0,6.5
2,11,1,3.6
2,56,2,5.2
2,9,1,4.4
2,11,2,3.5
1.9,9,3,4.3
1.9,6,1,2
2.8,46,2,7.1
2.8,7,1,3.9
2.6,45,1,4.9
1.5,6,0,5.3
1.5,47,4,3.8
2.1,4,2,2.3
2.1,7,2,2.8
2.1,7,1,2.5
2.1,25,2,3.6
1.5,10,2,1.8
2.6,55,2,3.7
1,2,1,1.9
3.5,7,3,2.2
2.7,1,0,1.5
2.7,7,3,2.2
3.1,1,0,6
3.1,21,2,4
2.9,6,1,4.2
2.9,17,2,5.5
2.9,0,0,3.2
1.3,5,2,1.8
2.4,11,3,2.9
2.4,4,2,2.5
2.4,13,2,2.9
2,7,1,3.1
1.8,6,0,6.3
1.8,50,2,4.6
1.8,17,0,6.5
1.8,4,2,4.2
1.6,11,0,3.6
1.6,20,3,4.2
1.4,29,3,3
1.6,13,1,4.9
1,2,0,7
1.1,17,1,3.9
2.3,7,1,3.5
1.7,67,4,5.2
2.1,30,2,5.7
2.5,5,1,4.7
2.2,67,3,4.7
2.2,2,1,2.4
2.6,95,4,5.6
2.2,38,4,5.4
1.5,4,0,1.5
1.2,19,1,6
1.8,2,0,1.3
1.8,7,1,4.9
1.8,11,4,2.3
2.8,2,0,5.5
2.8,88,3,7.1
3.4,72,6,2.7
1.2,3,0,1.2
1.8,16,3,2.6
1.8,1,0,6
2.8,11,3,2.9
1.9,2,0,7
1.9,30,2,2.8
2,11,2,2.7
4.5,9,3,2.3
3.7,11,4,2.8
1,15,0,7.1
1.3,19,2,4.9
2,3,0,1.8
1.8,0,0,3.6
1.8,42,3,5.1
1.8,5,0,3.5
2.8,17,3,3.3
1.3,2,0,4.5
5,5,1,1.2
1.1,57,3,5.1
2,49,6,3.6
6,18,3,2.3
1.3,13,3,3.8
2.3,8,2,4.1
2.3,9,1,7.2
2.8,20,2,3.5
2.8,2,0,3.8
1.7,10,1,4.8
1.7,2,0,1.9
1.3,33,1,6.4
1.5,8,4,3.2
3,27,2,3.1
3,0,0,1.6
1.9,0,0,1.3
1.9,35,3,4.7
4.7,13,3,1.8
4.7,1,0,1.5
1.7,10,1,2.3
4,8,3,3.3
2,22,5,3
1.8,29,1,6.8
1.6,18,2,4.5
1.7,12,2,4
4.7,109,6,6.9
4.7,2,0,5.5
1.3,8,2,4.3
2.8,33,2,3.7
1.4,23,2,3.7
1.9,29,2,6.1
1.7,14,4,3.1
1.7,11,1,4
1.2,30,0,5.8
1.2,14,2,3.5
1.8,13,1,2.9
2.4,1,0,1.3
2.4,10,1,2.3
4,5,1,2.5
4,11,3,3
2,50,3,5.2
1.3,20,2,3
1.3,17,1,4.6
3.8,42,3,4.1
4,79,4,4.5
2.6,13,3,2.6
1.8,32,6,3
2.7,9,1,3.7
2.7,56,3,6
2.7,53,4,3.7
3,1,0,1.5
2,0,0,3.5
2,21,4,5.8
2.3,56,3,6
1.4,21,1,4.6
3.1,83,4,6.3
3.1,5,0,2.3
2.7,38,3,3.9
1.8,7,1,5.1
1.1,7,1,5
2,8,2,3.4
2,56,3,3.4
2,4,0,1.5
2,11,6,3
1.4,67,2,5
2.4,6,1,2.3
2.4,11,1,5.1
1.8,7,3,1.8
2,1,0,4.8
2,5,1,3.7
2,49,1,3.3
3,25,3,3.4
3,8,1,4.2
3,115,5,6.4
3,17,1,3.9
1.6,17,2,3.8
1.6,5,1,1.8
1.2,4,0,1.5
1.7,14,1,3.9
1.7,12,1,4
1.1,6,1,2
1,63,1,4.7
2.5,5,1,3.9
1.4,14,1,5.6
1.9,15,3,3.6
1.9,11,0,6.9
1.5,5,1,4.7
1.5,15,2,2.4
4.7,1,0,1.6
2.9,84,5,5.3
2.9,7,2,2.9
2.9,9,1,7.8
3.7,213,7,6.8
3.7,30,2,3.7
2,8,2,0.9
1.5,44,2,5
1.4,50,1,7.1
1.4,2,0,6.8
1,573,2,6.8
1.2,11,2,2.7
2.4,17,3,3.3
2.1,13,4,3.9
1.2,13,0,5
1.9,7,3,1.8
1,21,1,3.9
2.2,5,1,1.8
2.2,6,1,1.9
1.3,2,0,1.5
1.4,16,3,4.3
1.5,6,4,1.6
3.2,0,0,3.1
3.2,13,2,6.9
2.2,21,5,6
2.2,16,1,2.9
1.4,11,1,3.2
1.1,4,1,5.3
1.1,19,0,5.8
1,14,0,3.5
1.5,6,2,3
1.6,8,3,4.4
1.6,31,1,4.3
1.3,3,1,1.5
1.1,4,1,4.3
1.3,19,2,4.3
1.7,13,1,3.7
1.5,11,1,3.2
1.5,11,1,2.2
2.2,8,1,1.8
2.7,6,1,2
1.7,19,3,3.1
1.5,10,1,3.1
1.8,7,1,3
1.5,7,1,3
1.2,2,1,2.4
1.2,10,0,3.5
1.2,15,0,7.1
1.2,23,1,7.9
1.3,58,3,5.2
1.4,5,0,7.4
1.4,6,2,6.9
1.3,7,2,3.5
3.3,20,3,2.1
1.4,91,2,5.8
2.2,11,1,2.3
2.6,22,4,2.3
2.6,21,1,7.2
1.3,63,2,4.7
2.1,4,1,4.2
2.1,61,4,6.8
1.4,6,1,2
1.8,22,2,5.9
1.8,4,1,4.2
1,5,1,2.5
2.7,5,2,3.8
1.6,11,1,3.2
1,18,0,5.5
2.6,18,3,4.2
1.2,1,1,3.9
1.7,13,1,2.8
1.7,7,1,3
1.5,17,3,3.2
1.5,4,0,1.9
2.5,5,0,2.5
1.1,7,0,4.7
4,2,0,2
4,10,3,1.8
1.4,3,1,1.9
1.2,21,2,3.3
1.6,19,3,2.8
1,16,0,3.9
3.2,5,0,3.4
3.2,3,1,1.7
3.2,46,4,4.6
1.2,5,2,1.8
1,24,1,4.5
1.4,4,1,4.2
1.7,16,2,1.8
1.3,5,1,1.8
2.6,13,2,2.3
3.8,18,3,3.7
3.8,2,1,3.8
3.4,7,1,3.5
2.9,0,0,3.5
2.9,1,0,5.4
2.9,20,4,2.9
2.9,11,1,2.8
1.1,9,0,4.5
3.7,11,4,2.6
1.4,11,2,0.6
1.5,21,3,3.7
1.3,5,1,1.6
1.1,3,0,3.1
1.1,19,2,5.2
3,5,1,6
3,11,1,4.1
2,6,1,3.9
2.1,23,3,4.3
1.1,6,0,6.5
1.6,6,0,2.5
4.9,89,7,3.9
2.2,37,1,4.8
1.9,29,5,5.4
2.2,18,2,1.6
2.4,19,2,3.4
1.7,12,1,3.9
6.8,32,2,3.6
6.8,1,0,1.8
2.8,14,2,2.1
1.4,10,0,8.4
1.4,71,3,4.3
1.4,5,3,4.3
1.4,3,0,6.9
1.8,16,1,2.9
3.2,16,3,5
1.8,21,3,4
1.8,31,2,1.2
1.4,25,2,4.5
1.4,18,1,6.1
2.4,2,0,4.5
2.4,15,3,5.5
2.6,31,5,3.5
1.5,20,2,3.5
1.5,20,0,5.6
1.3,12,2,5.5
2.7,136,4,5.4
1.9,8,1,2.7
1.9,27,1,7.2
4,109,20,5.2
2,9,3,2.4
1.8,24,2,3.2
1.4,21,1,7.2
1.4,0,0,3.2
1.5,15,3,2.9
1.7,10,3,3.2
1.7,11,2,2.8
1.7,1,0,1
1.6,79,1,6.9
2,36,3,3.1
1,19,0,5.5
2.5,38,6,4.6
2.2,9,1,2.4
2.5,37,3,4.3
1.8,22,2,3.2
1,18,1,3.5
1.1,5,0,7.4
2,18,3,3.3
1.8,7,3,1.6
1.5,28,2,3.8
1.8,43,6,4.2
1.8,3,2,0.7
1.8,6,1,1.9
2.6,148,5,4.9
2,62,2,4.7
2.4,19,3,2.9
1.8,13,6,3.1
1.8,14,2,5.3
1.4,6,1,5.2
1.4,10,0,3
1.3,8,2,4.4
3.6,1,0,2.5
9,81,4,3.9
3.5,139,3,6.5
1.8,18,2,6.1
3,36,5,2.8
2.2,2,0,2.3
2.2,9,3,3.4
2.8,11,3,1.7
2.2,11,3,3.2
1,23,1,4.3
6.4,31,4,3.4
6.4,1,0,4.1
1,6,1,3.2
1.7,58,2,4.3
2.7,1,0,4.2
1.1,12,1,4.1
1.5,8,1,4.4
3,12,3,4
1.6,16,0,5.5
1.8,16,2,3.9
1.1,40,1,4.8
1,30,0,5.8
11.5,23,8,5.3
1.2,12,0,4.5
1.5,12,2,0.7
1.1,5,1,4.3
1.1,4,0,6.5
3.5,0,0,2
3.5,7,4,2.9
2,17,2,5.7
3.3,230,2,5
2.6,25,2,3.9
2.6,1,0,1.6
5.5,11,1,1.1
1.2,34,2,3.9
3,5,1,0.7
2.1,23,2,4.3
1.1,1,0,2.4
2.8,11,1,4.9
1.6,8,0,3.3
2.2,20,4,4.8
2.2,17,3,4.3
1.8,24,3,5.3
3.4,7,0,3.7
3.4,9,4,2.7
3.4,167,3,6.6
3.4,4,1,2.9
1.4,19,3,6.6
1.4,7,2,5.3
4.1,123,5,5.3
4.1,7,0,5.2
4.1,2,1,2.7
1.9,30,4,5
1.1,13,0,3.7
3.6,14,3,2.7
3.6,4,0,4.8
12,12,3,2
1.9,4,2,1.4
1.9,23,2,6
1.9,14,3,3.4
1.9,32,4,3.8
1.9,6,0,3.6
2,20,1,3.9
2.3,14,3,2.9
2.1,50,4,4.4
1.1,13,0,6
1.9,19,1,5.2
1.9,10,3,1.8
1.9,25,3,3.6
1.5,194,4,5.4
1.5,5,2,2.8
2.4,24,2,2.1
1.6,8,1,6.7
1.9,28,4,2.8
1.9,41,2,3.9
1.8,20,1,2.8
1.8,11,3,3.7
1.8,30,3,3.1
1.8,49,4,4.5
2.6,45,5,3.5
1.5,14,1,3.8
2.2,16,1,6.5
3,13,4,3
2,93,2,4.6
1.3,21,2,3.9
10,10,8,1.5
2.1,2,1,3.8
1.6,50,4,4.9
2.2,2,0,1.6
2.2,6,2,2.9
1.9,17,1,3.8
1.1,29,2,4.6
2.7,90,3,4.7
4,198,2,4.7
1.6,7,0,3
1.6,21,4,4.7
1.1,11,0,2.8
2.8,66,4,3.5
2.1,17,3,3.6
1.9,16,1,4.2
1.9,1,0,4.3
1.9,29,3,6.5
1.3,10,3,3.4
1.3,20,1,6.2
1.3,10,1,3.1
1.5,5,0,7.4
1.5,3,2,2.6
1.5,8,1,7.8
2.2,20,2,3.4
1.2,7,0,3.8
1.9,29,3,3.6
1.9,16,1,5.9
1.5,12,0,2
1.1,43,1,5.2
1.4,4,3,1.3
11.9,2,0,1.7
11.9,93,6,3
2.2,4,1,2.9
2.2,6,2,1.8
1.1,44,1,5.3
1.1,10,1,5.4
5.5,11,2,1.2
3.9,2,1,2.7
3.9,5,0,5
1.6,5,0,2.1
1.6,9,2,1.2
1.4,5,0,3.4
1.4,8,1,2.5
3,83,3,6.2
3,6,2,3
2.1,25,2,2.5
4,16,4,3
1.1,33,1,4.6
2,75,2,4.4
4.5,9,3,1.6
1.7,15,5,3.9
1.7,2,0,5.1
1.7,15,0,7.1
1.7,6,2,7.9
1.4,83,3,5.5
1.2,20,1,2.8
1.3,8,0,4.6
1.6,20,2,4.1
1.6,3,2,1.4
2.3,55,3,6
4.4,1,0,4.2
4.4,65,7,4.5
3.1,1,0,6.1
3.1,36,3,1.2
1.3,9,0,3
1.9,10,3,4.9
1.9,25,2,4.8
1.2,9,0,3.2
3,15,3,2.7
3,51,5,4
1.8,9,1,4.6
2.6,46,4,3
1.8,8,0,4.1
1.8,23,3,3.5
2,6,2,6.7
1.5,37,2,3.7
2.5,0,0,1.5
2.5,56,2,6
1.8,11,2,3
1.1,7,0,2.6
2.3,51,3,4.5
2,12,3,3
3.7,128,8,4.6
3.7,4,0,4.8
1.4,5,1,4.9
1.4,41,2,5.1
2.1,8,1,6.5
2.1,15,3,3.8
1.5,1,0,5
4.3,13,3,2.3
1.8,9,1,4.5
1.8,19,2,3.5
2.1,11,1,2.6
1.9,15,1,3.6
3.3,27,3,1
3.3,6,1,2
1.4,5,2,1.8
3,6,3,5.1
1.2,8,1,5.8
1.2,9,0,5.6
4,4,2,6.1
1.3,6,3,3
2.7,51,2,3.7
1.2,5,0,4.5
2,2,0,3.8
2.2,3,1,4.4
1,26,1,3.4
1.3,32,2,7.6
1.3,8,3,4.1
1.8,21,2,3
4.3,13,6,3.1
1,3,1,2.9
1,8,0,7.1
2,53,3,5.2
2.1,12,1,5.3
2.1,4,0,6.5
11,11,4,2
2.5,3,0,3.2
2.5,45,1,6.6
1.6,1,0,4.7
1.6,9,1,4.8
1.6,25,4,3.5
1.5,30,1,4.2
1.5,13,1,4.1
1.5,5,2,2
2.3,48,3,4
2,14,1,3.6
9.4,179,4,3.6
1.8,24,2,2.5
2.9,30,3,3.5
3.5,7,3,1.6
2.4,18,5,1.8
2.4,2,0,2.9
1.2,41,2,6.9
4.2,46,4,2.4
2.7,3,0,2.2
1.6,13,1,1.8
3.2,80,4,2.8
1.1,3,0,1.9
1.6,22,2,5.5
2.1,147,3,4
2.1,3,1,1.9
1.7,10,4,5.3
1.4,14,1,2.3
2.2,150,3,4.1
1.2,2,1,5.5
1.5,18,2,4.1
2,50,3,4.6
2.4,8,0,5.2
2.4,83,3,6.2
1.6,33,3,6.5
2.4,61,2,3.3
1.6,7,2,1.8
1.5,37,2,4.3
1.1,6,0,4.9
2.8,22,1,2.4
1.4,3,0,1.8
1.7,15,2,2.9
3.6,3,1,3.9
3.6,4,1,2.3
3.6,15,3,4.3
3.6,145,4,4.9
1.5,1,0,7
3,18,2,2.5
1.6,15,1,3.6
1.6,14,2,4.2
2.9,38,3,2.9
2.9,1,0,1.4
1.3,2,1,3.7
1,9,0,4.6
2.1,2,0,4.4
2.1,0,0,2
2.1,31,2,3.8
4.7,2,1,2
4.7,40,5,4.9
3.7,37,3,5
2.4,37,3,6.9
2.4,18,4,5.4
2.4,0,0,4.8
1.8,5,1,4
2.9,2,1,2
2.9,2,0,1.4
2.9,194,4,4.4
2.4,12,3,2.4
1,10,1,2.3
2.8,87,3,6.2
1.6,14,3,2.7
1.1,0,0,3.5
1.2,18,1,3.3
2.4,28,5,2.8
2.4,13,0,3.8
4.2,132,6,6.6
4.2,142,5,4.9
2.2,11,2,3
1.3,12,1,3
1.2,19,0,4.9
2,2,1,7
1.4,44,3,3.8
1.4,41,2,4.7
1.1,44,1,4.2
1.7,29,3,4.3
2.4,13,3,3.3
2.4,4,2,1.8
1.7,8,0,3.7
1.7,8,4,2.8
1.8,20,1,3.2
1.4,12,1,4.9
1,9,0,7
1.5,36,2,5.9
2.5,20,3,2.9
1.6,14,1,4.3
1,6,0,7
2,3,2,5.4
2.4,19,4,3.2
1.9,17,3,2.9
2.1,4,0,3.7
1.4,30,1,4.7
1.9,76,1,4.5
1,35,0,7.1
1.1,16,1,3.8
6,18,2,2.6
1.3,3,0,4
1.3,9,0,4.1
1.3,27,2,5.7
3,87,4,4.2
1.6,11,2,3.6
1.8,10,2,3.5
1.8,3,2,1.4
1.3,26,1,4.7
1.6,14,1,6.7
2.9,23,5,2.1
6,12,2,1.6
2.1,11,1,3.7
3.2,12,4,4.3
3.2,1,0,1.7
2,5,3,2.9
1.5,55,3,6
1.5,92,4,6.7
1.4,11,2,5
1.2,30,2,3.1
2.2,110,8,5.4
4.2,17,2,2.1
1.9,16,2,4.3
2.1,4,1,5.4
2.3,7,1,1.8
1.8,14,3,4
3.7,33,5,3.3
1.3,54,1,6.9
3,42,2,3.9
5,25,3,2.7
1.6,6,1,3.5
4.4,22,3,3.1
1.9,30,5,3.2
1.7,13,1,2.7
1.7,4,1,4.5
2.4,11,1,1.8
2.4,20,2,3.7
1.3,6,0,4.7
1.3,11,1,3.1
3,5,2,3.8
3.2,0,0,3.5
3.2,214,2,4.8
1.6,17,3,4.1
1.1,4,1,1.8
2.2,22,2,5.3
2.1,15,3,2.6
2,6,2,3.7
1.3,17,3,5.4
1.1,36,1,5.1
2.3,59,3,6.1
2.4,24,3,2.7
2.2,12,2,5.4
2.2,5,1,3.8
2.2,30,2,3.9
1.2,5,0,5.6
1,5,0,7.4
2.2,4,1,4.6
2.2,8,5,4.2
3,133,4,3.4
1.1,20,1,3.5
1.3,88,2,7.3
2.5,5,0,2.4
1.4,5,1,1.8
1.5,23,2,3.1
2.4,44,3,5.3
1.4,1,0,4.4
2.5,20,2,2.4
3.5,14,5,1.9
1.7,8,3,4.8
1.7,5,0,4.2
1.7,7,0,5.4
1.7,55,3,6
1.7,12,0,5.3
3.6,13,3,1.8
3.6,5,1,1.8
5.9,562,11,5.7
5.9,5,0,2.9
2.4,17,2,2.8
2.4,26,2,4.1
1.2,10,0,5.6
1.2,5,1,4.6
5.5,105,10,3.8
1,4,1,2
2.7,19,1,5.8
2,3,1,0.9
2.2,2,1,3.3
2.2,6,2,3.5
1.2,4,2,2.2
3.6,1,0,3.6
3.6,3,1,2.3
3.6,14,2,4.9
2.5,66,4,4.1
1.3,3,1,4.8
2.3,10,2,3.9
2.3,48,2,3.7
1.8,7,3,4
1.2,50,1,9.3
6.5,2,0,4.7
6.5,27,2,5.7
2,2,1,6.6
3.3,2,0,2.5
3.3,18,4,3.3
1.1,11,0,4.6
2.8,21,2,5.4
2.8,49,3,6.4
3,55,3,6
3,90,5,5.9
3,16,1,4.7
2.6,20,3,3.4
2.6,11,1,1.8
1,14,0,4.7
2.5,34,5,7.3
1.5,207,1,8.5
1.5,11,1,3.8
2,23,2,4.4
3.4,17,3,2.7
2.4,26,4,3.6
6.9,244,7,4.2
6.9,1,0,3.7
6.9,9,0,4.6
3,0,0,0.1
1.4,3,1,0.7
1.8,3,1,1.8
1.8,11,2,2.8
1.3,2,1,0.9
2.6,24,0,3.3
2.6,72,3,6.7
2.6,203,4,5.2
2.3,25,2,4.4
4.8,0,0,3.5
4.8,5,0,4.5
1.2,12,2,4.7
2.1,17,3,4.3
2.4,55,3,6
2.4,23,1,5.9
3.1,31,2,4.4
3.2,28,2,3.7
3.2,13,3,1.8
4,8,1,2.5
1.2,9,1,3.9
1.1,5,0,6.2
1.1,11,0,4.7
7,14,4,2
3,33,3,3.6
1.9,33,2,4.1
1,5,1,2.3
4.1,345,12,6.3
4.1,37,5,4
4.1,3,0,4.2
4.1,83,3,6.2
1.2,16,1,4.9
11.2,5,1,5.6
1.5,75,2,4.5
1.7,1,0,5.3
1.3,162,1,8.2
2.8,14,3,2.1
6.3,19,9,3.5
1.2,65,1,5.5
3.8,87,3,4.9
3.8,15,3,4.8
1.7,52,1,4.9
2,2,0,1.2
2.2,10,1,4.1
1.4,59,1,5.2
2.5,9,2,1.8
1.8,6,2,1.8
2.6,2,1,4.2
2.7,27,3,1.6
1,19,0,4.5
1.2,7,0,5.8
1,3,2,1.8
1.8,2,0,0.8
1.8,27,4,3.9
1,14,0,5.4
2.2,18,2,0.7
2.2,8,2,6.1
1.2,15,1,5
2.3,4,1,1.8
2.3,19,4,4.2
2.4,2,1,5.5
2.4,26,3,4.4
2.4,10,1,4.7
2.4,1,0,3.7
2.4,3,0,3.4
4,1,0,1.5
2.2,11,3,2.5
2.2,1,0,1.5
2.2,8,2,1.8
2.6,13,1,2.9
2.2,7,0,4.1
2.2,13,4,2.5
3.4,1,0,1.5
3.4,16,3,0.9
3.2,21,2,3.1
3.2,108,3,6.4
3.2,1,0,3.7
1.7,4,1,3.3
1.4,25,1,4.1
1.4,2,1,5.5
2.9,29,2,4.3
1.9,17,4,6.8
1.4,9,3,3.8
1.4,27,2,3.1
1.4,10,1,4.6
1.5,9,2,2.5
1.5,11,3,3.6
2.7,8,2,0.4
2.2,10,1,3.1
2.2,83,3,6.2
2.2,14,1,5
5.3,15,4,3.5
5.3,1,0,1.5
1.9,2,1,5.5
1.8,8,1,0.9
1.5,2,0,1.9
3,1,1,2.6
1.7,15,6,4.6
2.4,38,6,6.7
2.4,6,1,6.1
2.5,4,0,2.4
1.2,6,2,4.4
1.7,12,1,4.2
7,7,2,1.5
2.7,8,2,0.9
1.3,13,1,5.6
1.6,24,1,3.4
1.4,5,1,5.2
3,0,0,3.1
1.6,10,2,2.5
1.7,49,3,4.8
1.2,6,1,1.7
13.7,82,2,2.3
1.8,58,3,6
1.5,13,3,2.3
1.5,7,1,2.4
1.5,5,0,1.9
3,15,2,2
1.2,8,0,3.3
1.4,15,1,5
1.5,0,0,7.1
1,104,0,6.7
7.5,15,3,1.8
1.5,18,2,3.4
1.5,17,1,5.5
1.5,5,0,3.8
2.3,63,6,4.6
2,26,2,2.5
2.1,26,2,5.7
2.1,11,0,5.3
2.1,23,3,3.6
2.1,0,0,3.1
1.6,8,2,4.9
1.8,20,2,3.5
1.8,24,1,4.1
2.7,19,3,2.4
2,5,2,1.7
2.3,6,1,1.8
1.9,60,5,3.9
2,14,1,3.3
1.7,10,2,2.8
1.1,19,1,4.4
3.6,25,4,6
3.6,105,6,5.9
1.6,6,0,3.2
1.6,5,1,3.4
1.2,15,1,4.3
2,18,2,5
2,5,0,4.8
2,26,3,5.4
2.3,60,1,3.9
1.5,26,1,3.4
1.6,7,0,4.3
1.5,19,1,3.6
10.5,1,0,3.7
10.5,20,3,3.6
1.4,17,2,3.4
1.2,4,1,6.4
3,6,2,5.5
4.2,25,3,4.7
4,8,3,5.5
2.1,21,3,3.5
2.7,4,1,2.9
4,12,4,5.5
2.2,30,2,4.4
28,28,7,3.6
1.6,106,2,4.7
4.7,14,4,5.5
3.6,32,3,0.8
2.7,8,1,1.5
3.3,10,3,5.5
1.5,33,1,5.6
2.3,7,1,1.9
1,3,1,3
1.4,6,2,2.4
20,20,5,3.6
1.3,16,1,4.3
1.6,41,4,4.7
2.7,24,7,5
2.7,2,0,5.1
5,10,2,2.6
1.7,29,1,3.5
1.2,12,0,3.5
2.1,25,2,3.8
2.5,4,2,3.6
2,36,2,2.4
2.9,26,3,3.3
1.4,20,1,7.3
3.4,17,2,2
4,32,2,5.1
4,8,6,2.4
3.9,6,2,5.5
3.9,56,6,3.8
2.7,2,1,1.8
2.7,1,0,5
2.7,5,2,3.7
4.2,21,3,2.2
2.4,8,3,5.5
1.6,15,1,4
2.7,48,4,5.2
2.6,23,2,4.1
1.2,26,0,7.5
4,1,0,0.2
4.9,38,4,4.2
3.2,2,0,1.7
3.2,14,4,5.5
3.5,7,3,1.2
1.5,11,1,5.4
2.3,17,3,2
3,8,3,3.6
3,143,7,5.7
1.6,10,3,5.5
1.6,9,0,3.3
1.8,5,1,5.2
3.4,17,1,5.6
4.2,84,4,4.7
3.5,7,1,3.6
3.5,7,1,4.9
3.2,1,0,1.5
1.7,4,0,3.2
1.7,12,2,4.9
54,162,82,2.6
4.2,14,4,5.5
4.2,7,3,1.8
1.3,13,1,5.1
2.4,24,2,2.9
3.7,11,1,2.6
1.1,22,1,6.1
3.5,14,2,1.8
1.3,9,0,5
5,9,3,3.6
5,1,0,4.3
2.9,41,3,4
1.6,82,2,6.2
1.6,3,1,4
1.6,28,1,3.4
1.6,1,0,2.1
2.1,15,2,5
1.7,33,1,4.4
3.6,25,6,3.5
1,14,0,3.4
3,3,2,4.3
1.6,18,1,3
2.6,4,1,2.9
2.6,15,4,5.1
1.1,83,2,7.4
23.5,47,2,1.7
1.1,20,1,5.5
1.1,0,0,7.1
1.8,28,3,6.5
2,6,4,3
3.5,21,5,2.7
4.1,11,1,4.4
4.1,17,1,5.5
4.1,5,3,0.8
1.8,14,3,2.8
5.7,16,4,5.5
2,1,0,7
2,49,3,5.4
2.4,6,1,3.3
2.4,126,5,7.4
4.2,25,3,1.3
2.4,19,3,3.6
2.4,53,4,2.7
2.4,5,0,5.7
1.4,23,1,4.8
3,1,0,3.7
3,8,2,4.3
3.3,9,1,4.5
3.3,60,4,3.8
3.3,7,0,5.6
3.3,10,1,2.5
1.1,6,0,1.8
6,1,0,3.7
6,3,2,2.7
