"NII","RFC","CBO","scores_ANN"
31,76,14,6.6
3,16,7,4.5
1,4,3,3.7
0,28,6,4.1
4,6,0,5.1
2,6,9,3.8
0,11,5,2.3
3,11,3,4.1
59,135,38,3.4
0,13,11,2.2
89,44,13,4.4
43,20,9,2.7
0,12,5,3
18,8,4,2.8
2,10,17,3.8
0,22,8,6.6
0,4,1,5.5
1,19,5,3.3
0,38,18,3.7
0,54,12,3.6
0,13,7,2.5
1,5,14,3.4
0,12,1,3.7
45,13,1,4.2
6,77,34,3.7
0,23,8,4.2
15,10,3,2.5
0,23,14,2.5
2,6,5,5.6
2,4,3,2
0,1,6,4.6
0,5,3,5.8
2,27,11,2.8
1,3,0,5.5
0,4,4,0.9
34,28,8,4.8
0,11,6,1.4
34,6,3,3.5
2,1,2,1.4
14,6,1,3.8
3,31,12,0.9
18,36,1,4.2
1,2,1,7.2
5,6,1,3.8
0,35,5,5.2
14,42,6,4
0,9,8,1.4
9,8,7,3.7
4,6,4,1.8
7,9,1,6.8
2,7,4,4.3
18,2,1,3.7
4,82,18,5.5
0,6,6,1.2
0,58,17,7.4
0,10,8,3.5
1,18,7,4.2
1,3,3,6.5
27,108,32,4.6
14,16,2,7.4
7,19,18,3.5
42,21,9,3.7
121,13,2,4.1
4,7,2,4.7
0,14,4,7.1
59,58,16,3.8
0,34,13,4
349,9,1,2.2
0,64,33,3.6
0,19,9,2.3
102,29,0,5
0,25,13,5.2
3,6,0,3
9,8,1,4.3
0,10,4,3.8
114,101,26,4.6
89,18,10,4.1
11,32,22,2.2
4,11,5,2.5
15,39,9,5
38,9,3,1.8
0,17,7,5.1
57,22,4,5
2,4,2,6.9
0,11,2,2
184,88,6,5.3
7,8,2,1.6
0,55,20,5.4
1,15,1,3.1
0,2,5,3.2
6,46,12,3.1
6,5,1,1.3
5,9,7,1.2
45,23,1,3.6
16,45,1,4.8
0,18,3,3.6
5,33,12,5.6
41,18,4,2.4
0,9,0,4.6
0,10,10,2.8
0,12,2,3.8
0,6,1,6.1
10,68,17,6.9
1,11,8,5
27,61,18,4.3
0,17,16,1.2
0,19,3,3.8
0,10,2,3.6
9,8,7,2.6
8,19,0,4.5
5,15,8,4.5
25,7,3,4.2
0,20,3,3.9
0,48,35,5.5
0,4,3,6.7
0,8,3,5
0,15,3,4
0,11,2,3
7,2,1,4.9
4,1,1,4.4
33,44,7,4.2
0,11,11,1.2
0,20,11,5.1
7,10,4,3.3
0,4,7,0.8
1,2,0,5
11,13,2,3.7
0,8,9,4
5,5,1,3.6
9,16,2,3.2
7,24,7,0.5
0,228,116,7.1
0,8,16,2.8
823,114,42,4.7
4,9,4,2.8
0,16,15,1.2
0,9,9,4.1
22,5,1,3.4
2,4,4,4.1
159,4,0,3
25,71,14,3.8
4,16,5,3.8
375,78,8,4.3
0,8,10,1.2
0,22,2,4
4,10,4,4
2,6,0,5.2
7,2,0,2
10,39,1,4.7
18,36,7,5
0,71,36,1.2
0,33,7,4.3
7,269,82,2.5
0,1,5,3.7
0,20,18,1.2
0,10,13,1.2
5,4,1,3.8
0,24,15,0.2
1,1,1,4.2
0,21,5,3.8
17,36,14,4.2
0,37,9,4.4
0,12,7,3.2
0,15,15,1.2
0,16,9,6.6
5,4,0,3
1,6,1,2.2
0,17,18,0.8
0,9,2,5.7
8,42,11,6.3
13,17,6,2.9
34,188,69,3.9
40,280,87,3.4
6,154,39,2.9
6,37,23,2.1
0,17,7,3.7
8,50,10,5.3
3,33,22,2.2
17,13,1,4.1
1,1,1,5.3
3,91,12,5.2
0,14,3,3.4
6,3,2,3.4
6,46,10,5.3
3,12,4,2.5
1,31,11,5.3
3,3,2,3.4
11,9,3,2.2
12,7,4,1.9
0,11,4,5.9
3,1,0,4
0,18,4,4.1
1,8,8,3.5
2,8,9,1.4
10,8,0,4.4
0,2,0,5
0,1,0,4.9
46,68,8,5.5
0,14,6,2.9
0,44,17,5.4
0,19,4,3.7
17,17,15,3.4
12,63,7,5.4
7,48,11,5.3
13,7,0,3.9
32,24,4,3.8
7,6,2,3.4
3,42,11,5.3
33,14,0,5.8
0,8,9,4.5
23,10,3,3.9
0,4,0,1.9
31,9,2,5.2
0,10,4,3.2
3,7,5,1.8
12,6,2,3.2
2,5,9,2.3
0,10,4,4.5
0,36,25,2.5
0,0,1,0.5
21,42,2,5.1
5,71,13,7.4
0,20,4,4.8
5,19,5,3.6
0,30,7,5.2
8,36,9,4
8,3,2,3
0,18,1,3.9
21,6,0,3.4
2,90,4,8.7
27,34,15,4.1
14,1,1,2.3
11,11,2,2.7
387,53,18,5.2
10,12,8,2.5
8,8,3,5.3
1,9,9,2.4
10,49,20,5.6
2,9,3,1.7
12,2,0,2.5
0,24,5,4
3,9,2,3.4
110,41,10,3.8
430,34,6,3.2
58,41,11,3.8
2,7,6,2.4
28,10,6,3
0,1,9,4.6
3,9,3,3.4
0,20,2,3.9
18,2,0,2
1,7,5,6.4
4,6,0,5.8
341,22,6,4.3
1,16,5,0.8
1,13,5,0.7
7,6,5,2.3
1,11,5,0.6
5,8,2,2.5
0,1,7,4.6
15,3,6,2.4
23,14,6,5
1,43,21,7.2
14,21,10,2.7
7,5,4,2.6
6,5,2,2.2
0,1,4,4.6
3,7,1,4.1
4,17,2,7
0,16,16,5.4
0,18,14,3.6
4,19,7,3
34,5,2,3.4
705,44,7,5.4
0,13,6,4
0,35,19,5.9
15,5,3,3
1,1,3,5
2,29,23,4.5
6,27,12,7.2
4,30,1,6.2
10,3,0,4.7
8,3,0,5.8
1,13,1,5
29,7,5,3.4
1,11,6,0.9
24,7,1,2.7
4,35,2,6.3
0,9,7,3.3
2,6,5,2.1
2,6,7,2.7
1,13,4,0.7
9,49,6,4.8
4,3,2,3
0,2,5,1.2
6,9,3,3.7
0,13,2,4.1
7,8,1,4.2
20,18,2,5.3
7,16,8,2.9
1,4,8,3
14,28,5,3.3
2,6,2,5.3
16,8,1,2.9
4,3,0,2.6
0,12,7,8.4
20,12,2,2.9
6,23,8,3.7
50,38,6,4.8
0,115,9,6.1
33,19,12,3.9
1,13,2,6.2
0,4,9,2.4
1,91,33,4.6
0,18,5,7.2
31,52,6,5
18,22,15,3.9
4,3,0,2.3
0,1,0,3.3
1,4,9,3
0,7,1,2.8
67,20,4,4
7,4,5,2.6
1,35,10,3.8
5,2,2,2.4
16,53,13,4.1
0,40,19,6.1
22,49,19,5
0,12,8,3.6
0,5,6,4.7
1,11,3,0.6
0,6,4,5.5
0,18,12,4
3,6,5,5
0,1,0,7.3
11,7,3,0.6
45,16,2,5
5,38,26,3
3,17,4,5.3
2,18,4,4.1
19,8,0,6.1
0,13,3,1.6
40,151,30,7.2
9,1,0,1.8
4,19,11,3.5
7,5,1,2.9
0,9,4,3.6
7,8,3,3.3
11,48,7,4.9
35,65,36,5.1
10,36,3,6.9
69,53,19,5.2
1,26,22,4.2
0,20,7,5.3
1,8,1,1.9
0,10,1,2.3
3,10,4,6.2
11,12,3,3.1
0,11,3,2.3
1,4,3,2.8
2,6,2,5.4
2,10,2,3.1
89,93,24,7.2
2,10,1,3.1
1,12,0,3.6
14,8,3,4.3
2,15,5,3.9
2,5,6,0.8
3,30,9,5
78,16,5,4.7
11,18,5,3.6
1,14,6,3.2
0,22,14,3.9
1,4,7,3
1,6,2,2
2,8,5,3
63,22,4,4.1
17,50,14,4.3
0,24,17,3
11,2,3,3.5
1,9,5,3
2,14,6,4.8
1,26,6,4.7
0,19,10,2.1
2,4,1,2.7
2,4,5,0.3
40,18,2,3.1
2,14,8,4.7
5,29,6,4.3
2,9,3,3
0,7,4,5.5
5,5,2,2.6
177,14,6,2.5
4,23,2,3.5
3,11,5,4.6
0,6,15,3.1
4,16,2,3.2
4,8,6,6.9
5,18,1,4
10,14,6,5.1
22,178,86,4.6
0,88,18,5.8
14,9,1,3.8
0,11,9,3.3
0,10,4,2.8
0,16,15,3.4
19,23,5,5.2
4,18,1,4
1,58,21,4.4
0,65,17,6
10,6,3,3.2
4,30,10,3.8
4,14,3,0.7
3,2,3,3.5
1,2,4,2.5
8,10,7,6.3
8,27,11,4.6
6,7,7,3.7
5,17,4,4.5
2,1,0,2.8
0,3,2,3.5
0,94,14,5.1
166,33,2,5
2,17,6,3.7
0,10,7,5.3
5,20,10,4
47,58,17,5.1
1,10,11,1.4
15,15,3,3.5
3,2,4,2.5
1,34,5,4
2,6,2,2.4
1,30,3,4
17,13,2,4.7
1,20,13,4.5
3,17,4,3.3
10,76,35,4.5
5,8,4,4.9
1,3,1,5.9
0,13,10,1.6
0,8,9,1.6
0,21,7,8
1,8,4,2.3
1,9,1,3.2
6,5,1,7.1
62,99,19,5.7
9,12,4,5.9
6,5,3,1.9
0,8,9,3.4
1,31,8,2.9
0,29,17,3
0,17,4,4.2
0,34,16,3.6
5,12,9,3
7,4,0,3
1,12,6,4.3
1,28,7,3.7
0,167,34,7.1
0,12,2,2.9
34,21,6,3
18,12,9,3.8
79,83,27,8
7,8,1,3.7
3,4,0,3.6
14,5,6,1.7
1,4,3,3.1
4,2,5,1.2
0,4,5,4.5
19,3,3,2.7
3,4,0,3.8
13,55,11,3.4
5,16,6,3.6
6,89,46,5.4
0,62,10,4.8
12,10,6,3.8
0,57,25,5.1
2,9,1,2.6
0,22,14,3.5
4,6,0,4.2
2,22,4,4
1,3,9,1.2
19,4,2,2.9
0,10,4,3.1
0,6,10,4.5
39,19,1,4.5
1,58,21,5.9
1,4,2,5.7
0,18,9,3
4,31,7,4.4
2,2,5,2.5
0,5,7,4.2
1,3,1,5.8
12,13,2,4
4,37,3,6.9
1,9,0,2.3
64,13,1,3.2
2,4,8,2.5
2,22,6,5
2,2,4,2.5
1,41,14,4.7
0,47,23,4
0,34,8,8.1
2,22,6,1.2
0,30,18,0.9
1,6,4,4
4,1,1,3.2
4,50,15,4.3
6,16,7,2.8
0,7,4,8
6,3,1,2.7
0,20,6,3.3
24,43,9,4.6
12,100,36,4.3
88,44,5,8
3,64,38,1.7
3,15,3,2.9
1,20,13,3.6
0,2,1,7.2
0,5,7,6.4
0,12,3,5.7
0,5,4,5.5
0,13,0,5.8
7,19,14,3.2
0,2,10,1.1
0,6,4,4
0,31,9,5.3
0,9,10,2.4
0,2,9,1.1
1,5,3,3.8
8,9,0,2.8
21,4,4,1.8
0,2,13,1.1
61,18,2,4.5
1,19,12,4.6
2,3,0,3.3
1,13,2,4.4
0,8,0,2.9
0,16,4,3.5
0,68,17,5.8
0,15,14,1.2
2,10,3,3.2
0,20,19,1.2
2,5,4,2.6
4,5,2,3.7
35,25,6,4.7
5,3,1,2.9
0,30,10,3.6
16,5,3,5.5
11,29,2,5.7
1,7,2,5.8
0,27,20,1.2
0,14,17,1.2
0,291,141,7.3
12,29,16,6.8
1,4,4,2.8
4,27,13,3.7
0,17,15,1.2
31,12,1,3
0,11,13,1.2
67,28,0,4.2
2,9,2,3.9
0,16,4,4.1
0,3,6,5
0,9,12,1.2
21,9,2,3.9
0,3,21,1.1
3,19,6,2.5
2,33,12,5.3
0,10,15,1.5
4,12,13,2.3
1,24,22,1.2
2,2,4,3.5
2,31,6,4.3
0,31,14,4.7
1,22,28,5
0,13,16,1.2
0,18,17,1.2
0,133,34,6.2
3,12,0,4.2
2,5,6,5.3
12,3,0,5.5
12,59,20,4.8
5,5,1,1.8
10,11,11,1.9
0,15,16,1.2
0,8,8,2.7
0,9,5,5.6
0,16,20,1.2
8,26,7,5.3
0,9,1,3.6
6,6,3,2.8
36,34,11,5.7
4,15,8,4.9
1,23,26,1.7
0,5,11,2.2
1,5,5,5.3
7,8,2,2.2
7,10,3,2.2
1,16,15,1.4
34,33,1,5.8
7,17,8,4.8
0,2,23,1.1
11,11,5,2.2
0,18,19,1.2
0,9,14,1.2
2,8,3,2.2
2,8,2,3.1
0,21,21,1.2
4,25,1,6
1,6,5,5.1
8,9,4,2.2
0,6,10,3
0,25,23,1.2
0,14,18,1.2
10,4,2,3.8
13,2,0,1.8
6,9,4,2.3
6,11,6,2.5
0,18,22,1.2
30,42,4,5.2
0,16,13,1.2
7,6,2,2.6
11,11,4,2.6
2,10,0,4.6
3,7,1,4.8
0,36,3,7.7
2,20,9,3.9
8,52,26,4.8
9,9,1,2.6
2,10,1,2.7
0,18,7,2.5
1,20,20,1.4
94,60,19,5.1
1,5,5,2.6
0,6,27,1.1
0,4,5,5.3
17,9,4,4.6
1,11,5,6.2
6,6,1,2.2
0,5,11,2.9
0,20,19,1.4
6,16,1,4.9
4,90,53,1.9
1,61,31,1.7
0,30,14,3.6
10,12,2,2.8
0,19,19,1.2
13,26,4,4.6
0,13,12,0.8
0,16,4,2.7
0,30,21,3.2
0,31,21,2.5
0,32,7,5.3
9,5,1,4.2
5,5,2,6.6
9,4,2,3
62,57,21,8
6,30,13,5.5
0,12,1,3.6
0,2,6,0.8
9,17,8,2.8
0,2,15,1.1
5,10,4,4.6
1,30,11,7.1
0,19,18,1.2
4,24,7,5.1
0,18,20,1.2
0,5,66,1.1
3,43,13,7.3
0,17,9,1.7
0,11,4,6
0,276,48,6.8
58,19,21,3.2
0,12,3,7
23,23,9,6.3
4,8,8,3.1
3,36,17,2.8
0,13,11,1.4
0,2,10,2.7
0,23,19,1.4
7,7,2,5
1,25,24,1.4
0,9,2,3
0,26,27,1.2
0,11,5,7.2
2,51,7,6.2
0,21,7,4
1,10,5,3.4
2,3,1,3.6
0,14,22,1.2
0,18,27,1.2
1,16,13,1.4
7,5,0,2.7
9,10,6,1.9
0,20,24,1.2
10,17,9,7
7,2,0,2.4
3,6,2,3.8
0,15,19,1.2
14,17,19,2.1
0,10,17,1.2
4,20,7,5.9
0,19,6,4.5
17,3,1,2
0,11,21,1.2
7,135,0,5.4
0,23,25,1.2
7,55,17,6.9
0,17,9,6
0,9,7,3
1,11,5,5.1
3,29,3,5
1,9,4,7.1
4,21,13,3
12,2,1,2.2
1,25,16,4.3
7,1,0,2
0,19,22,1.2
2,1,0,2.3
0,23,36,1.2
5,11,3,2.9
0,46,31,4
8,8,7,2.7
0,8,3,7.1
9,2,1,5.1
0,15,18,1.2
4,10,5,4.4
0,4,4,7.2
5,12,4,5.3
81,50,24,2
0,28,18,3.5
0,21,22,1.2
1,2,2,6.2
3,7,2,6
0,13,12,1.2
8,9,3,2.6
1,21,18,1.4
0,14,15,1.2
0,7,3,7.1
0,8,4,7.1
1,13,4,3.7
0,23,15,3
0,10,11,1.2
0,2,11,3
4,52,5,5.3
1,10,8,3.6
3,4,4,5.5
0,12,6,4.5
6,17,11,2.6
2,1,2,2.5
132,36,15,4.9
7,32,2,6.3
6,7,3,6.9
0,5,6,1.8
2,23,10,4.1
3,30,1,6.2
2,19,9,4.8
0,16,5,3.9
1,9,6,3.9
2,5,0,2.7
0,18,23,1.2
0,19,23,1.2
1,18,10,4.4
11,19,8,7.9
1,6,3,7
28,24,4,4.4
0,32,16,5.8
3,20,8,4.4
1,10,3,3.2
0,11,2,3.1
8,5,0,2.7
21,13,7,2.5
0,30,13,5.3
2,11,8,4.3
0,8,6,2.5
2,146,65,2.1
205,54,4,5.1
1,9,5,4.3
1,16,16,1.4
2,25,9,5
0,2,0,4.5
8,14,4,5.6
1,181,63,2.4
0,29,6,5.2
0,3,2,7.2
0,1,3,4.6
0,16,14,3.3
0,4,4,3.5
9,6,2,6.7
7,29,7,3.6
150,17,8,6
2,35,2,6.2
0,11,2,3.2
0,12,4,4
1,36,9,3
17,43,12,3.9
11,7,1,2.9
12,9,1,3.3
13,5,9,3.5
1,1,1,3
3,13,8,4.2
0,3,7,1.2
5,9,6,3.3
2,10,13,0.8
9,15,7,3.4
9,4,2,1.4
0,41,32,0.9
2,12,7,4.3
101,13,4,3.5
6,8,2,3
22,23,3,5
0,17,2,3.6
106,23,3,4.7
0,27,6,4.1
3,13,5,4.2
14,5,0,2.7
2,204,79,1.8
2,10,8,4.2
0,31,13,2.5
0,112,38,5.9
1,43,28,0.8
1,8,8,4.3
9,23,26,3.6
12,6,5,2.3
0,23,1,3.6
2,108,45,1.6
1,8,4,5.6
11,31,15,3.6
0,12,11,3.4
5,35,6,5.1
11,10,6,3.6
3,18,1,5.4
0,27,9,5.5
1,3,7,0.8
33,62,3,4.6
4,16,3,3.3
0,14,6,7.1
0,4,2,3.8
4,1,2,2.3
0,98,3,5
4,8,7,3.1
0,21,7,3.8
36,86,16,5.2
0,12,5,1.9
10,29,5,5.1
21,29,17,4
0,10,9,1.4
65,131,8,8
0,7,2,8.6
2,34,3,3.2
1773,73,18,5.1
0,19,10,2.7
0,16,6,6.9
0,1,6,2.4
0,17,6,2.1
1,30,9,4.5
3,12,7,4.3
1,67,33,3.6
0,22,6,4.4
10,18,7,2.8
0,30,18,5.6
0,7,5,8
2,47,17,6.1
2,11,3,4.7
171,90,45,4.9
6,12,5,5.6
2,10,7,4.2
94,41,4,5.5
3,9,0,4.9
33,52,3,5.3
3,30,19,4.3
0,141,31,4.7
0,5,1,1.3
13,30,5,5.1
2,43,10,7.8
2,4,0,3.4
5,3,3,4
3,28,19,4.2
0,49,12,5.7
0,0,2,4.1
0,40,19,4.3
0,32,2,6.8
0,16,6,7.1
13,86,35,3.6
15,12,6,4.9
3,4,1,3.5
16,22,8,3.2
18,42,15,4.2
5,73,22,3.3
0,23,19,2.7
5,8,5,3
2,7,5,4
117,51,25,4
0,9,3,8.3
0,62,19,4.2
37,3,0,2.8
11,7,3,3.3
2,8,5,4.4
3,4,5,1.4
0,43,16,6.1
1,56,30,0.9
0,19,9,2.2
0,142,38,4.9
0,19,3,3.6
5,8,8,4.3
27,9,2,5.1
5,11,9,3.6
2,30,16,5.2
5,6,6,4.4
3,40,18,5.2
1,11,11,4.1
0,130,32,6.3
35,9,4,3.6
4,42,17,4.2
8,11,2,3.2
11,9,3,3.3
0,18,11,1.8
11,3,2,1.9
1,8,7,3.1
4,42,20,4.3
4,8,1,3.8
25,8,4,2.4
1,7,8,3
4,28,8,4.9
0,6,6,5.7
20,66,14,4.1
11,28,15,3.4
4,9,6,3
5,9,6,3
9,7,0,3.1
8,14,7,2.8
4,12,1,3.5
2,161,59,1.3
2,30,7,5.6
6,7,0,3.3
0,56,16,3.4
6,14,5,3.4
0,11,1,3
5,11,2,2.8
93,50,15,5.1
9,9,2,2.6
7,43,25,3.4
1,58,41,1
5,9,7,4.4
0,49,2,4.3
6,9,7,4.4
18,48,12,4.3
8,7,3,2.3
1,61,9,5.6
0,11,1,4.2
8,19,8,2.3
312,77,20,5.2
22,7,1,3.3
10,26,10,3.7
2,75,39,1.2
0,4,3,8.1
0,8,6,3
13,30,1,4
10,12,5,8.1
39,44,14,4.1
20,14,10,2.1
0,49,25,6.2
8,7,5,2.8
0,4,4,5
3,13,4,3.6
0,49,8,5.8
0,56,22,5.5
1,23,8,1.9
6,46,7,8
1,8,8,3.1
11,6,1,5
0,15,6,1.8
14,19,6,4.1
0,32,10,6.3
12,12,2,5.1
1,22,10,4
0,10,8,3.1
10,43,23,3.7
27,26,9,3
5,23,18,4.5
18,18,3,2.9
2,6,9,4.7
0,57,41,2.1
4,44,20,4.5
1,13,0,3.6
4,4,3,4.6
9,17,15,4.5
1,10,1,3.5
1,11,8,4.3
0,7,5,6.6
0,27,5,5.8
6,32,22,3.3
2,4,4,2
1,3,4,4.3
3,20,0,6.6
0,9,2,6.3
0,7,6,8.2
2,87,50,3.4
0,9,4,1.6
4,2,4,2.3
7,33,20,3.5
0,28,6,3
0,20,13,2.7
0,6,2,5.8
1,13,5,8.7
115,23,4,3.6
2,8,13,3.1
0,68,8,5.1
0,7,6,4.9
10,30,8,3.5
0,12,1,3
0,25,16,3.5
11,25,1,3.8
0,12,6,1.6
0,46,26,6.7
0,15,10,3.9
1,10,1,2.1
1,12,8,4.4
0,3,4,5.6
0,14,1,2.7
0,151,29,6.6
0,18,2,3.2
4,30,6,1.2
11,14,4,4.4
3,2,1,2.9
7,69,30,5.2
0,7,2,8.2
0,20,9,2.1
0,12,0,6.5
2,3,0,3.8
13,232,44,3.6
19,38,10,3.4
17,7,4,2.4
5,6,1,3.1
0,26,19,2.3
1,34,12,2.5
1,7,7,2.1
0,12,5,1.6
6,60,24,2.8
0,6,5,7.1
2,16,7,5.6
4,31,29,2.1
8,13,6,6.2
0,8,10,2
0,120,3,5.1
0,27,19,3
59,24,5,5.3
28,33,7,4
1,6,5,2.3
7,7,5,1.7
3,5,1,6.4
4,13,5,2
1,16,5,5.3
2,6,1,2.3
15,10,14,2.8
0,8,6,1.7
2,7,9,2.4
30,11,4,2.7
46,8,0,2.7
31,50,7,5.1
5,7,11,2.4
2,35,4,3.2
2,2,0,2.7
0,25,19,2.7
0,9,2,4.3
16,5,6,1.8
17,34,7,4.4
0,6,7,3.2
1,32,27,1.5
18,41,8,4
3,2,1,3.2
4,23,3,5
0,19,10,3.4
9,1,2,0.8
11,61,24,3
6,23,3,5
13,12,2,2.6
26,70,25,4
2,18,1,7.8
0,10,4,8.6
2,45,21,2.5
8,12,2,2.6
28,36,3,5.6
0,39,7,3.6
6,26,7,3.7
3,18,10,3.8
4,18,2,3.3
0,31,26,0.8
0,54,3,4.4
5,10,1,5.2
4,19,8,4.5
0,6,4,6.5
0,24,29,4
2,15,6,3.7
1,45,22,1
0,53,31,7
0,12,14,4
0,75,34,2.5
3,6,3,3
21,21,5,3.1
2,34,6,4.2
0,32,23,0.8
1,32,4,3.9
5,22,6,3.5
3,6,0,3.4
12,28,16,3.7
4,4,1,3.6
25,12,1,7.2
3,7,2,7.8
47,26,8,4.7
0,12,7,2.2
0,1,3,0.9
0,10,12,0.9
50,37,4,5.2
0,18,6,4.7
13,25,12,3.5
5,18,14,3
0,10,6,8
0,11,12,4.1
8,101,45,3.1
3,35,8,3.7
2,3,1,4.8
3,21,13,3
6,46,23,4.7
12,26,5,3.6
0,13,9,3
16,4,4,3.9
2,10,5,2.9
23,9,2,5.2
4,2,0,3.8
0,233,6,6
12,8,16,1.9
5,26,17,4.2
2,16,5,2.9
3,8,4,1
20,31,5,3.4
72,17,9,3.4
5,14,6,2.6
28,59,10,4.4
4,2,2,4
10,15,2,3.4
0,6,3,8.2
12,3,1,2.6
1,15,6,4.1
2,8,4,4.1
76,18,2,3.8
0,17,9,3.3
732,221,30,6.5
2,6,4,4.1
9,2,0,2.4
2,9,3,2.9
0,24,18,0.8
0,26,10,4.2
34,45,3,4.8
0,16,16,0.8
5,9,1,5.3
0,20,5,3.5
3,11,7,4.1
0,582,120,5.3
2,5,2,4
0,7,2,5.1
0,26,13,3.8
3,11,7,4.2
5,8,4,1.8
3,22,5,8.6
5,6,1,7.4
1,10,3,7.2
1,9,6,6.6
0,13,3,2.2
12,24,3,3.6
1,13,5,4.7
3,7,0,2.7
25,4,2,3.7
0,16,7,3.6
12,58,7,5.2
7,17,2,6.9
0,17,3,5
5,1,0,2.6
13,4,1,2.1
0,6,2,5.1
2,24,17,3.7
2,5,4,4
0,29,11,2.7
27,48,28,4.2
0,14,6,2.8
47,2,0,1.6
6,3,1,3.2
52,16,1,5.5
1,12,0,3
1,11,1,6.8
1,5,0,8.4
5,3,4,2.6
10,6,0,3.1
16,8,4,1.8
0,39,18,5.4
0,12,6,2.5
0,63,1,4.5
50,2,2,2
2,11,6,4.1
1,2,1,5.6
48,11,0,3.2
0,10,3,3.2
13,77,8,4.6
0,11,7,2.5
26,16,1,3.4
0,5,8,4
2,7,1,5.4
38,10,2,2.8
0,9,9,6.1
0,15,3,3.2
5,10,5,2.1
11,10,0,2.5
1,10,4,6
0,24,7,5.3
2,12,7,4.2
0,57,13,4.7
0,15,7,8
3,1,2,2.8
4,71,5,4.5
2,23,12,2.4
0,25,22,1.8
0,0,3,0.7
2,8,3,2.4
3,21,8,4.3
1,194,5,5.7
2,34,23,4.3
2,24,2,5.3
15,40,12,4.8
2,4,3,1.4
14,38,12,4.5
9,31,6,3.7
10,2,1,2.1
0,7,14,1.8
3,31,23,4.3
2,24,5,4.5
0,12,9,3.9
59,125,18,5.7
45,76,8,4.9
0,6,7,4.3
37,46,2,5.2
0,188,52,5.1
20,15,2,4
0,12,4,2.3
10,5,0,2.3
8,8,4,7.4
0,8,4,8.6
14,10,2,3.3
1,24,13,5.1
1,31,23,4.3
2,9,5,4.1
0,29,12,3.6
0,10,7,3.9
0,8,1,7.2
0,22,12,3.4
2,28,5,4.6
0,3,1,8.5
3,3,3,3.3
0,5,10,1.9
2,31,23,4.3
0,24,12,3.1
3,1,1,3.9
81,78,8,6
1,21,4,6.1
36,6,2,4.6
8,2,2,1.2
2,9,8,2.9
66,75,12,7
0,8,0,4.8
29,5,0,4.9
13,28,7,4.9
3,21,10,2
0,299,6,6.4
21,43,32,3.5
3,5,5,5.3
3,5,2,3.9
2,12,6,4.1
10,22,9,5.6
4,24,1,3.9
0,12,7,2.5
30,55,11,4.5
2,9,8,4.2
1,5,1,6
2,7,4,2.4
4,19,22,2
100,25,1,3.8
20,16,5,4.4
22,26,7,5
8,5,5,1.5
6,4,1,4.9
8,15,6,4.3
0,124,25,4.8
157,16,2,3.8
2,2,1,6
0,6,4,5.9
2,2,3,3.9
1,14,9,4.1
26,16,3,3.4
0,5,15,3.3
4,4,3,1.4
4,7,3,2.6
0,11,4,5.1
15,2,0,2.3
3,10,6,4.8
0,58,39,4.1
88,12,2,2.5
3,11,6,4.1
6,10,6,4.2
0,27,17,3.1
22,87,31,2.7
0,17,11,3
2,42,16,3.3
9,26,9,5.1
3,15,7,4.7
0,5,1,5.3
123,10,0,3.6
4,5,0,2.5
2,25,11,3.5
0,33,22,3.7
3,2,0,0.8
0,17,6,7.8
3,11,4,4.1
0,54,8,4.7
5,32,8,4.9
3,25,7,7.4
0,0,3,2.8
8,18,8,2.4
8,6,4,3.8
0,0,1,4
25,6,3,5
1,13,8,2.7
3,13,4,4.2
0,11,4,3.9
0,10,0,6.9
4,5,0,3.7
1,13,4,3.2
6,13,3,7.6
7,21,9,2.7
0,14,5,4.2
5,2,3,2.1
0,73,7,6.2
6,6,0,4
5,11,7,1.2
39,24,3,4.8
1,46,44,1.7
4,14,6,4.1
1,7,1,2.5
5,9,3,7.8
5,17,0,4.5
0,33,7,5.4
4,4,0,2.3
1,1,2,5.7
25,24,3,3.7
0,104,45,5.7
11,7,3,3
0,9,4,8.4
0,7,2,6.7
0,114,3,5.1
5,3,3,2
56,9,5,5.2
4,4,1,1.8
2,31,27,4.1
3,3,2,4.3
19,17,4,2.9
5,5,0,3.4
0,26,12,5.3
0,46,4,4.4
8,12,12,3.6
5,16,8,4.2
1,21,19,4.1
16,15,0,3.6
26,34,1,4.2
2,21,7,3.3
5,20,7,4.4
18,45,10,3.8
1,4,3,3.2
2,21,19,4.1
30,145,25,5.3
4,126,67,2
17,5,1,2.9
0,9,2,3.7
7,26,13,3.1
3,4,3,3.2
12,70,3,6.4
17,3,1,1.2
4,2,0,1.2
0,6,4,6.9
1,4,0,6.2
21,70,9,3.3
0,70,25,4.7
2,8,3,2.6
0,95,1,4.9
47,104,28,5
8,7,1,3.2
1,152,79,1.3
12,43,2,4.7
2,14,6,5.1
2,8,1,2.4
2,5,5,2.1
0,13,0,5.9
0,59,3,5.2
18,9,3,3.5
3,61,28,3
38,15,15,4.5
46,97,77,3.4
0,11,3,5.1
0,42,11,5.4
4,14,7,4.1
5,10,4,4
0,14,5,7.1
2,6,3,3.9
2,10,4,6
0,9,4,2.4
0,3,4,5.7
5,29,23,4.5
0,42,15,3.6
3,19,10,4.3
2,7,2,6
0,6,3,8.6
2,6,1,5.2
1,5,4,2.1
0,134,6,8.1
1,15,9,2.9
110,28,6,4.2
0,21,2,4
0,32,15,3.3
1,5,1,4.8
3,30,5,6.4
0,15,6,2.6
4,4,0,2.5
85,51,13,4.2
0,21,2,4.3
56,9,6,5.2
1,26,22,4.1
